obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('612',)",3659510992.1,2,34.6073989868,3724598981.65,3724598981.96,3659510992.1,0.0,internal_timestamp,320.279998779,96137,1450522192,7.14160013199,3.46073989868,33.957734727,1028.05195738,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('613',)",3659511003.09,2,34.618598938,3724598981.65,3724598981.96,3659511003.09,0.0,internal_timestamp,319.529998779,92082,1450522203,7.15549993515,3.4618598938,33.9566700817,1028.04567001,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('614',)",3659511014.1,2,34.6199989319,3724598981.65,3724598981.96,3659511014.1,0.0,internal_timestamp,318.859985352,102587,1450522214,7.15829992294,3.46199989319,33.9557707332,1028.04148984,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('615',)",3659511025.09,2,34.6172981262,3724598981.65,3724598981.96,3659511025.09,0.0,internal_timestamp,318.239990234,94971,1450522225,7.1577000618,3.46172981262,33.9537114559,1028.0371218,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('616',)",3659511036.1,2,34.6162986755,3724598981.65,3724598981.96,3659511036.1,0.0,internal_timestamp,317.679992676,100899,1450522236,7.15719985962,3.46162986755,33.9533808195,1028.03437101,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('617',)",3659511047.1,2,34.6150016785,3724598981.65,3724598981.96,3659511047.1,0.0,internal_timestamp,317.190002441,96103,1450522247,7.15590000153,3.46150016785,33.9534766798,1028.03239163,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('618',)",3659511058.1,2,34.6152000427,3724598981.65,3724598981.96,3659511058.1,0.0,internal_timestamp,316.709991455,100755,1450522258,7.1577000618,3.46152000427,33.9521571474,1028.02889665,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('619',)",3659511069.11,2,34.6156005859,3724598981.65,3724598981.96,3659511069.11,0.0,internal_timestamp,316.320007324,111181,1450522269,7.15840005875,3.46156005859,33.9520941663,1028.02696005,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('620',)",3659511080.1,2,34.615398407,3724598981.65,3724598981.96,3659511080.1,0.0,internal_timestamp,315.920013428,101651,1450522280,7.15789985657,3.4615398407,33.9525562033,1028.02556404,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('621',)",3659511091.11,2,34.6157989502,3724598981.65,3724598981.96,3659511091.11,0.0,internal_timestamp,315.660003662,112303,1450522291,7.1592001915,3.46157989502,33.9518419554,1028.02362406,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('622',)",3659511102.1,2,34.6199989319,3724598981.65,3724598981.96,3659511102.1,0.0,internal_timestamp,315.679992676,102890,1450522302,7.16540002823,3.46199989319,33.9503299945,1028.0216283,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('623',)",3659511113.12,2,34.6208000183,3724598981.65,3724598981.96,3659511113.12,0.0,internal_timestamp,315.329986572,115257,1450522313,7.16620016098,3.46208000183,33.9505863051,1028.02011084,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('624',)",3659511124.11,2,34.6273002625,3724598981.65,3724598981.96,3659511124.11,0.0,internal_timestamp,314.649993896,113858,1450522324,7.17460012436,3.46273002625,33.9497594925,1028.01512816,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('625',)",3659511135.11,2,34.7164001465,3724598981.65,3724598981.96,3659511135.11,0.0,internal_timestamp,313.839996338,112693,1450522335,7.27349996567,3.47164001465,33.9502283541,1027.99736515,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('626',)",3659511146.11,2,34.7697982788,3724598981.65,3724598981.96,3659511146.11,0.0,internal_timestamp,312.970001221,105277,1450522346,7.32709980011,3.47697982788,33.9561998393,1027.99021032,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('627',)",3659511157.12,2,34.8011016846,3724598981.65,3724598981.96,3659511157.12,0.0,internal_timestamp,311.910003662,117997,1450522357,7.3640999794,3.48011016846,33.9544880858,1027.97857462,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('628',)",3659511168.12,2,34.823299408,3724598981.65,3724598981.97,3659511168.12,0.0,internal_timestamp,310.559997559,115318,1450522368,7.38460016251,3.4823299408,33.9591626082,1027.97304524,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('629',)",3659511179.12,2,34.8172988892,3724598981.65,3724598981.97,3659511179.12,0.0,internal_timestamp,309.170013428,121747,1450522379,7.37949991226,3.48172988892,33.9583049132,1027.96676628,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('630',)",3659511190.12,2,34.8293991089,3724598981.65,3724598981.97,3659511190.12,0.0,internal_timestamp,308.119995117,118354,1450522390,7.39090013504,3.48293991089,33.9607800923,1027.96222408,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('631',)",3659511201.12,2,34.8431015015,3724598981.65,3724598981.97,3659511201.12,0.0,internal_timestamp,307.179992676,116396,1450522401,7.40689992905,3.48431015015,33.9604408197,1027.95529678,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('632',)",3659511212.12,2,34.8744010925,3724598981.65,3724598981.97,3659511212.12,0.0,internal_timestamp,306.359985352,123894,1450522412,7.44430017471,3.48744010925,33.9581936202,1027.9442535,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('633',)",3659511223.12,2,34.8861999512,3724598981.65,3724598981.97,3659511223.12,0.0,internal_timestamp,305.640014648,122019,1450522423,7.45830011368,3.48861999512,33.9576362953,1027.93845023,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('634',)",3659511234.12,2,34.8918991089,3724598981.65,3724598981.97,3659511234.12,0.0,internal_timestamp,305.040008545,117878,1450522434,7.46460008621,3.48918991089,33.9579381076,1027.93500948,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('635',)",3659511245.12,2,34.8960990906,3724598981.65,3724598981.97,3659511245.12,0.0,internal_timestamp,304.440002441,119169,1450522445,7.46999979019,3.48960990906,33.9574962679,1027.93111858,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('636',)",3659511256.12,2,34.8969993591,3724598981.65,3724598981.97,3659511256.12,0.0,internal_timestamp,303.779998779,115751,1450522456,7.47039985657,3.48969993591,33.9583938187,1027.92874521,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
